symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
MAP3K21	0.003675266332697868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030227670214577826	No data	No data	No data	1	0	1	1	0	0	No data	0.16811913954771107	No data	0	No data	No data	0	0.5	0
P2RX1	0.003675266332697868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030227670214577826	No data	No data	No data	0	0	1	1	0	0.4736849999999997	No data	0.20319911748483177	-0.3959761252337185	0	-1	No data	0	0.5	0
AUP1	0.0036670839324688923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.02712071909121154	No data	No data	0	0	0	0	0	0.5121949999999998	No data	-0.35488141202426915	No data	0	No data	No data	No data	-1	-1
SEMA4A	0.003665167153361659	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030144608298847568	No data	No data	1	0	0	0	0	0.18528499999999964	No data	-0.1898510755653613	-0.2829024924041812	0	No data	No data	0	0.5	0
IQSEC1	0.0036461637209095777	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02998831228187705	No data	No data	0	0	0	0	0	0.6184899999999999	No data	-0.7182570325427469	No data	0	No data	No data	0	-1	-1
IER5	0.0036298284510385714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029853960889126573	No data	No data	0	0	0	0	0	0	No data	0.30435741864313304	No data	0	No data	No data	0	-1	-1
IL10RA	0.003628971666603023	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	0.022118729031883368	No data	0.75	1	0	0	0	0	0	No data	-0.12123552123552128	-0.3297829543427139	0	No data	No data	0	0.5	0
DERA	0.003623120517724519	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029798790684389405	No data	No data	0	0	0	0	0	0.6069200000000002	No data	-0.49354660783232207	No data	0	No data	No data	No data	0.5	-1
FILIP1L	0.0036117520024010813	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.026665634974029177	No data	No data	1	0	0	0	0	0.18907499999999972	No data	-0.4560397131825703	No data	0	No data	No data	0	0.5	0
PHLPP1	0.003582871369026692	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029467756717563298	No data	No data	No data	1	0	1	1	0	0.3476999999999997	No data	-0.6358521787093216	-0.4547431408224101	0	No data	No data	0	0.5	-1
F2	0.003582871369026692	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029467756717563298	No data	No data	1	0	1	1	1	1	0.05144499999999965	0	-0.629453943739658	-0.9465480331543918	0	-1	No data	0	1	1
HOXD8	0.0035791067628940442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.029436794261413372	No data	No data	0	0	0	0	0	0.4655149999999999	No data	0.3221180364037506	0	0	No data	No data	0	0.5	0
CRYBG1	0.0035566500108412434	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02925209600183327	No data	No data	0	0	0	0	0	0	No data	-0.19503585217870933	-0.13173594722701215	0	No data	No data	0	0.5	0
PHC2	0.0035515107817807685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.026170173805940777	No data	No data	0	0	0	0	0	0.3306150000000002	No data	-0.6989520132377276	0	0	No data	No data	0	-1	-1
CHTOP	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0.9596800000000002	No data	-0.3360176503033646	-0.9799712072186858	0	No data	No data	0	-1	-1
ANKRD36B	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	No data	No data	-0.6094870380584667	No data	No data	No data	No data	-0.8078350000000001	-1	0
RLN2	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	1	0	0	0	0	No data	0.8383894098179812	-0.6559469928642533	0	No data	No data	-0.554055	0.5	0.5
PPCS	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	1	0.37299000000000004	No data	0.1731936017650304	No data	0	No data	No data	0	-1	-1
URI1	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0	No data	-0.21985659128516266	0	-1	No data	No data	No data	-1	-1
ZNF654	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0.38830000000000026	No data	-0.8816326530612245	0	0	No data	No data	0	-1	-1
KRT4	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0.07692499999999995	No data	0.21533370104798677	-0.4733656548013995	0	No data	No data	-0.23077000000000006	1	0
PPP2R2B	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	1	No data	-0.9707666850523994	-0.6078789695597772	0	No data	No data	-0.6726849999999999	0.75	0
MPST	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	0	No data	0.6850523993381137	-0.10129547872063965	0	No data	No data	0	0.5	0
CFHR1	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	1	0	0	0	0	No data	0.39878654164368443	0	0	No data	No data	-0.29545500000000013	1	0.5
ARPC4	0.0035110086195046675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028876712886552	No data	No data	No data	0	0	0	0	0	1	No data	-0.8368450082735797	-0.3854065181134503	-1	No data	No data	No data	-1	-1
F8	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	1	0	1	0	1	0	0	No data	No data	-0.39195967452801656	0	No data	No data	0	0.5	-1
PWAR5	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
P2RY1	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	1	1	0	1	1	0	0.7453099999999999	1	-0.06287920573634864	-0.1555175632476158	0	-1	No data	0	0.5	0
DMRT1	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	0	0	0	0	0	0.14209000000000033	No data	-0.7596249310535025	0	0	No data	No data	0	1	1
RMC1	0.003490476405355517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	0	0	0	0	0	0.7488599999999999	No data	-0.607280750137893	No data	0	No data	No data	No data	-1	-1
AKAP11	0.0034584859427736242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028444733811487957	No data	No data	1	0	0	0	0	0	No data	-0.8720353006067292	-0.2646189758770548	0	No data	No data	0	-1	-1
GALNT1	0.003456196922120367	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028425907485677103	No data	No data	0	1	0	1	0	0.9195	No data	-0.838830667402096	-0.9507274964057566	0	No data	No data	-0.6019675	-1	-1
IRX2	0.0034054745236331203	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.028008735015664737	No data	No data	0	0	0	0	0	0.6072200000000002	No data	0.5167126309983452	No data	0	No data	No data	0	0.5	0
MREG	0.0033350193813215896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.027429268219539848	No data	No data	0	0	0	0	0	0.29906500000000025	No data	0.7409817981246554	0	0	No data	No data	No data	0.5	0
ABCC6	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	0	0	0	0	No data	-0.08913403199117487	-0.8259189143797074	0	-1	No data	0	0.5	0
LMBR1	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.8061250000000001	No data	0.5904026475455046	0	0	No data	No data	0	-1	-1
CAVIN3	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	0	0	0	0.06130500000000012	No data	0.9865416436845009	-0.6124029118470228	0	No data	No data	0	0.5	0
SBSN	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	1	0	0	0	0	No data	0.17584114726971878	-0.7414546163778731	0	No data	No data	No data	0.5	0
PTPN22	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	1	1	0	0	No data	-0.043574186431329265	-0.7777121557641825	0	No data	No data	0	0.5	0
MAP3K3	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	1	1	0	0.8322699999999997	No data	-0.951130722559294	-0.8642972986416594	0	No data	No data	-0.13737999999999992	-1	-1
TJP2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	0	0	0	0.2436950000000003	No data	-0.24666298952013233	-0.4435477844770941	0	No data	No data	0	-1	-1
SPAG1	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0	No data	0.20860452289023712	No data	0	No data	No data	0	-1	0
SEMA3D	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	1	0	0	0	0.6460749999999997	No data	0.1912851627137342	-0.8009905277063323	0	No data	No data	0	0.75	0
IGFBPL1	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	1	0	0	0	0	No data	0.7765030336458907	No data	0	No data	No data	0	0.5	0.5
TNFRSF10C	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	0	0	0	0	No data	0.665526751241037	-0.6521173794306867	0	No data	No data	0	0.5	0
LINC01736	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KIR2DL4	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	1	0	0	0	0	0	No data	0.8184225041367899	No data	0	No data	No data	-0.21783499999999983	1	1
LMAN2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.7471899999999998	No data	-0.363596249310535	-0.011453818198359778	0	No data	No data	0	-1	-1
